imdb_score,genres,movie_title,content_rating,title_year,duration
5.6,Horror|Mystery|Thriller,House on Haunted Hill,R,1999,93
4.1,Comedy|Drama,I Can Do Bad All by Myself,PG-13,2009,113
5,Action|Drama,Fight Valley,,2016,90
6.1,Comedy|Drama|Romance,The Switch,PG-13,2010,101
5.4,Comedy|Romance,Just Married,PG-13,2003,95
7.1,Biography|Drama|Thriller,The Devil's Double,R,2011,109
6.6,Comedy|Drama|Reality-TV|Romance,"Gone, Baby, Gone            ",TV-14,,43
3.6,Adventure|Comedy|Drama|Family|Fantasy,Thomas and the Magic Railroad,G,2000,85
6.5,Horror|Thriller,The Crazies,R,2010,101
8.6,Adventure|Animation|Family|Fantasy,Spirited Away,PG,2001,125
6.2,Action|Crime|Thriller,Firestorm,,2013,118
7,Action|Adventure|Drama|History|Romance,The Bounty,PG,1984,132
7.6,Drama|War,The Book Thief,PG-13,2013,131
6.5,Adventure|Comedy|Romance,Sex Drive,R,2008,129
6.4,Comedy|Romance,Leap Year,PG,2010,100
6.7,Drama|History|War,The Fall of the Roman Empire,Approved,1964,172
6.3,Comedy|Drama|Romance,Take Me Home Tonight,R,2011,97
6.4,Drama,Won't Back Down,PG,2012,121
5.7,Family|Fantasy|Music,The Nutcracker,G,1993,92
6.3,Crime|Drama|Music|Thriller,Kansas City,R,1996,116
7.8,Drama,Indignation,R,2016,110
6,Drama|Horror|Mystery|Thriller,The Amityville Horror,R,2005,90
7.7,Comedy|Drama,Adaptation.,R,2002,81
6.2,Horror,Land of the Dead,R,2005,97
5.7,Action,Out of Inferno,PG-13,2013,107
7.7,Adventure|Comedy|Drama,Fear and Loathing in Las Vegas,R,1998,118
6.4,Comedy|Fantasy|Romance,The Invention of Lying,PG-13,2009,100
6.4,Comedy,Neighbors,R,2014,97
6.9,Action|Comedy|Crime|Fantasy,The Mask,PG-13,1994,114
7.3,Comedy|Drama|Family|Fantasy|Romance,Big,PG,1988,130
7.3,Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,2006,82
6.2,Comedy|Romance,Legally Blonde,PG-13,2001,96
6.6,Action|Adventure|Sci-Fi,Star Trek III: The Search for Spock,PG,1984,105
6.7,Drama|Horror|Thriller,The Exorcism of Emily Rose,PG-13,2005,122
5.7,Comedy|Romance,Deuce Bigalow: Male Gigolo,R,1999,88
3.1,Action|Drama|Fantasy|Mystery|Thriller,Left Behind,PG-13,2014,110
6.3,Comedy|Drama|Romance,The Family Stone,PG-13,2005,103
5.7,Comedy|Drama,Barbershop 2: Back in Business,PG-13,2004,106
7.1,Comedy|Crime|Drama,Bad Santa,R,2003,98
7,Comedy|Crime,Austin Powers: International Man of Mystery,PG-13,1997,68
6.1,Comedy|Family|Romance,My Big Fat Greek Wedding 2,PG-13,2016,94
6.6,Comedy|Family,Diary of a Wimpy Kid: Rodrick Rules,PG,2011,99
7.8,Action|Horror|Sci-Fi,Predator,R,1987,107
8.3,Biography|Drama|History|Music,Amadeus,R,1984,180
3.9,Horror|Mystery,Prom Night,PG-13,2008,89
7,Comedy,Mean Girls,PG-13,2004,97
6.7,Comedy|Drama|Romance,Under the Tuscan Sun,PG-13,2003,113
7.3,Drama|Mystery,Gosford Park,R,2001,131
7.5,Comedy|Drama|Romance,The O.C.            ,TV-PG,,44
6.3,Comedy|Drama|Fantasy|Romance,Peggy Sue Got Married,PG-13,1986,103
7.8,Comedy|Drama|Romance,Birdman or (The Unexpected Virtue of Ignorance),R,2014,119
7.3,Drama,Blue Jasmine,PG-13,2013,98
7.6,Drama|History|Thriller,United 93,R,2006,111
5.3,Drama|Music|Romance,Honey,PG-13,2003,94
7.9,Drama|History|War,Glory,R,1989,122
5.3,Action|Comedy,Spy Hard,PG-13,1996,81
6.8,Fantasy|Horror,The Fog,R,1980,89
7.1,Biography|Drama|Family|Sport,Soul Surfer,PG,2011,106
7.2,Comedy|Drama|War,Catch-22,R,1970,122
5.8,Comedy|Crime|Drama,Observe and Report,R,2009,86
5.8,Action|Adventure|Fantasy,Conan the Destroyer,PG,1984,103
8.3,Biography|Drama|Sport,Raging Bull,R,1980,121
5.6,Drama|Romance,Love Happens,PG-13,2009,109
6.8,Adventure|Fantasy|Mystery|Thriller,Young Sherlock Holmes,PG-13,1985,109
5,Comedy|Drama|Musical|Romance,Fame,PG,2009,123
7.6,Adventure|Biography|Drama|Thriller,127 Hours,R,2010,94
6.7,Comedy|Crime,Small Time Crooks,PG,2000,94
6.7,Drama|Music|Romance,Center Stage,PG-13,2000,115
5.7,Comedy,Love the Coopers,PG-13,2015,107
5.2,Comedy|Crime,Catch That Kid,PG,2004,91
7.5,Drama,Life as a House,R,2001,125
7.2,Biography|Drama,Steve Jobs,R,2015,122
5.3,Comedy|Romance,"I Love You, Beth Cooper",PG-13,2009,102
6.5,Comedy|Drama|Romance,Youth in Revolt,R,2009,90
5,Action|Adventure|Western,The Legend of the Lone Ranger,PG,1981,98
6.1,Drama|Thriller,The Tailor of Panama,R,2001,109
7.4,Mystery|Thriller,Blow Out,R,1981,107
4.4,Action|Crime|Thriller,Getaway,PG-13,2013,90
7.5,Drama,The Ice Storm,R,1997,112
5.7,Comedy|Drama|Romance,And So It Goes,PG-13,2014,94
5.5,Adventure|Comedy,Troop Beverly Hills,PG,1989,105
7.1,Comedy|Drama|Romance,Being Julia,R,2004,104
5.9,Drama|Romance,9½ Weeks,R,1986,112
6.7,Action|Adventure|Fantasy,Dragonslayer,PG,1981,108
7,Biography|Drama|Romance,The Last Station,R,2009,112
7.9,Biography|Comedy|Drama,Ed Wood,R,1994,127
6.9,Drama,Labor Day,PG-13,2013,111
7.3,Adventure|Biography|Drama|History|War,Mongol: The Rise of Genghis Khan,R,2007,126
7.3,Action|Crime|Thriller,RocknRolla,R,2008,114
3.5,Action|Sci-Fi,Megaforce,PG,1982,99
7.8,Drama,Hamlet,PG-13,1996,150
7.4,Biography|Drama|Music|Romance,Mao's Last Dancer,PG,2009,117
6.7,Adventure|Drama|Sci-Fi|Thriller,Midnight Special,PG-13,2016,112
6.4,Comedy|Romance,Anything Else,R,2003,108
7.1,Biography|Drama|Romance|War,The Railway Man,R,2013,116
6.7,Drama|Mystery,Unforgettable            ,,,60
7.8,Drama|Mystery,The White Ribbon,R,2009,144
4,Horror,Restoration,,2016,92
5.9,Action|Horror|Romance|Sci-Fi|Thriller,The Wraith,R,1986,93
7.2,Crime|Drama|Mystery|Thriller,The Salton Sea,R,2002,103
7.2,Music,Metallica Through the Never,R,2013,93
5.1,Crime|Drama|Thriller,The Informers,R,2008,98
7.7,Biography|Crime|Drama|Thriller,Carlos            ,Not Rated,,334
5.5,Thriller,I Come with the Rain,Not Rated,2009,114
6.2,Action|Drama|History|Romance|War|Western,One Man's Hero,R,1999,121
7.2,Horror,Day of the Dead,Unrated,1985,87
5.2,Action|Crime|Drama|Thriller,I Am Wrath,R,2016,92
6.7,Action|Animation|Sci-Fi|Thriller,Renaissance,R,2006,105
6.3,Drama|Western,Forsaken,R,2015,90
5,Action|Adventure|Fantasy,Red Sonja,PG-13,1985,89
6.2,Drama|Horror|Mystery|Thriller,Red Lights,R,2012,114
7.6,Comedy,Superbad,R,2007,119
4.1,Comedy|Crime|Drama,Madea Goes to Jail,PG-13,2009,103
5.3,Action|Horror,Wolves,R,2014,91
6.2,Drama|Music|Musical|Romance,Step Up 2: The Streets,PG-13,2008,98
6.5,Action|Animation|Comedy|Crime|Family,Hoodwinked!,PG,2005,80
8.1,Drama|History|War,Hotel Rwanda,PG-13,2004,121
6.3,Action|Crime|Drama|Thriller,Hitman,R,2007,94
4.4,Drama|Family|Music|Musical,Black Nativity,PG,2013,93
4.6,Action|Thriller,The Prince,R,2014,93
6,Crime|Drama|Thriller,City of Ghosts,R,2002,116
7.6,Fantasy|Horror|Thriller,The Others,PG-13,2001,101
8.4,Action|Adventure|Sci-Fi,Aliens,R,1986,154
7.9,Drama|Family|Musical|Romance,My Fair Lady,Approved,1964,170
5.6,Horror|Mystery|Thriller,I Know What You Did Last Summer,R,1997,99
6.5,Comedy,Let's Be Cops,R,2014,104
7.5,Adventure|Comedy|Drama|Romance,Sideways,R,2004,126
6.3,Comedy,Beerfest,R,2006,110
7.9,Horror|Thriller,Halloween,R,1978,101
7.9,Action|Adventure|History,Hero,PG-13,2002,80
5.1,Comedy|Drama|Family|Fantasy|Sci-Fi,Good Boy!,PG,2003,87
6.7,Comedy|Drama,The Best Man Holiday,R,2013,123
6.7,Action|Crime|Drama|Thriller,Smokin' Aces,R,2006,109
5.6,Horror|Mystery,Saw 3D: The Final Chapter,R,2010,90
5.6,Comedy|Romance,40 Days and 40 Nights,R,2002,96
6.8,Action|Adventure|Sci-Fi,TRON: Legacy,PG,2010,125
6.2,Comedy|Music|Romance,A Night at the Roxbury,PG-13,1998,82
5.6,Drama|Fantasy|Romance,Beastly,PG-13,2011,86
6.4,Horror,The Hills Have Eyes,R,2006,108
5.6,Comedy,Dickie Roberts: Former Child Star,PG-13,2003,98
7.4,Biography|Drama|Sport,"McFarland, USA",PG,2015,129
4.9,Comedy,Lottery Ticket,PG-13,2010,99
6,Comedy|Crime|Drama|Music|Romance,ATL,PG-13,2006,105
7.2,Comedy|Music|Romance,Pitch Perfect,PG-13,2012,112
4.9,Comedy|Drama|Romance|Sport,Summer Catch,PG-13,2001,108
7.5,Crime|Drama|Thriller,A Simple Plan,R,1998,121
4.8,Horror|Mystery|Thriller,They,PG-13,2002,89
3.1,Comedy|Romance,Larry the Cable Guy: Health Inspector,PG-13,2006,89
5.8,Adventure|Comedy|Family|Fantasy|Musical,The Adventures of Elmo in Grouchland,G,1999,73
6.7,Crime|Drama|Thriller,Brooklyn's Finest,R,2009,132
6.8,Action|Adventure|Drama|History|War,55 Days at Peking,Unrated,1963,154
6.5,Horror,Evil Dead,R,2013,96
5.9,Comedy|Romance,My Life in Ruins,PG-13,2009,98
5.5,Comedy|Music,American Dreamz,PG-13,2006,107
3.6,Action|Adventure|Family|Sci-Fi,Superman IV: The Quest for Peace,PG,1987,134
3.3,Drama,How She Move,PG-13,2007,94
7.4,Action|Crime|Drama|Thriller,Running Scared,R,2006,122
6.7,Biography|Drama|Romance|Sport,Bobby Jones: Stroke of Genius,PG,2004,128
3,Adventure|Crime|Drama|Romance,Shanghai Surprise,PG-13,1986,97
7.6,Drama|Mystery|Romance|Thriller,The Illusionist,PG-13,2006,110
6.4,Adventure|Horror|Thriller,Roar,PG,1981,102
6.9,Biography|Crime|Drama|Thriller,Veronica Guerin,R,2003,98
6.6,Crime|Drama|Romance|Thriller,Escobar: Paradise Lost,R,2014,120
5.5,Comedy|Mystery|Sci-Fi|Thriller,Southland Tales,R,2006,160
6.6,Adventure|Animation|Family|Fantasy,Dragon Hunters,PG,2008,80
5.2,Sci-Fi,Damnation Alley,PG,1977,91
4.1,Horror|Thriller,The Apparition,PG-13,2012,83
6.8,Comedy|Drama|Family|Romance,My Girl,PG-13,1991,102
6.5,Biography|Drama|Romance,Fur: An Imaginary Portrait of Diane Arbus,R,2006,122
7.6,Drama|Mystery|Romance|Thriller,The Illusionist,PG-13,2006,110
7.4,Crime|Drama,Wall Street,R,1987,126
7.7,Drama|Romance,Sense and Sensibility,PG,1995,136
7.1,Biography|Drama|Romance,Becoming Jane,PG,2007,120
6.3,Comedy|Romance,Sydney White,PG-13,2007,108
7.6,Drama,House of Sand and Fog,R,2003,126
8,Comedy|Drama,Dead Poets Society,PG,1989,128
7.3,Comedy,Dumb & Dumber,PG-13,1994,113
7.6,Comedy|Drama|Romance,When Harry Met Sally...,R,1989,89
7.8,Drama,The Verdict,R,1982,129
6.5,Comedy,Road Trip,R,2000,94
6.4,Comedy|Drama|Romance|Sport,Varsity Blues,R,1999,106
8,Comedy|Drama|Romance,The Artist,PG-13,2011,100
4.8,Drama|Fantasy|Horror|Mystery|Thriller,The Unborn,PG-13,2009,89
7.8,Adventure|Comedy|Drama|Romance,Moonrise Kingdom,PG-13,2012,94
5.9,Horror,The Texas Chainsaw Massacre: The Beginning,R,2006,83
5.4,Drama,The Young Messiah,PG-13,2016,111
3.3,Comedy|Family,The Master of Disguise,PG,2002,80
8.2,Drama|Fantasy|War,Pan's Labyrinth,R,2006,112
6.6,Drama|Fantasy|Mystery|Thriller,The Messengers            ,,,60
5.4,Action|Comedy|Crime|Family,See Spot Run,PG,2001,94
6.4,Crime|Drama|Romance|Thriller,Baby Boy,R,2001,130
4.8,Drama|Horror|Thriller,The Roommate,PG-13,2011,91
5.9,Adventure|Comedy|Drama,Joe Dirt,PG-13,2001,91
5.5,Action|Crime,Double Impact,R,1991,110
7.9,Action|Comedy|Mystery,Hot Fuzz,R,2007,121
4.9,Comedy|Drama,The Women,PG-13,2008,114
7.2,Drama|Romance,Vicky Cristina Barcelona,PG-13,2008,96
6.6,Action|Adventure|Drama|Romance|War,Arn: The Knight Templar,,2007,270
6.7,Comedy,Bad Moms,R,2016,100
5.3,Comedy|Drama|Romance,Boys and Girls,PG-13,2000,94
7.2,Drama,White Oleander,PG-13,2002,109
5.1,Comedy|Fantasy|Horror,Jennifer's Body,R,2009,107
5.6,Comedy|Crime|Mystery,Drowning Mona,PG-13,2000,96
7.6,Comedy,Radio Days,PG,1987,88
3.1,Action|Drama|Fantasy|Mystery|Thriller,Left Behind,PG-13,2014,110
7.2,Drama|Romance,Remember Me,PG-13,2010,113
5.7,Comedy|Drama|Romance,How to Deal,PG-13,2003,101
5.2,Comedy|Romance|Sci-Fi,My Stepmother Is an Alien,PG-13,1988,105
7.7,Drama,Philadelphia,PG-13,1993,125
7,Mystery|Sci-Fi|Thriller,The Thirteenth Floor,R,1999,100
3.6,Comedy,The Cookout,PG-13,2004,97
4.9,Action|Drama|Sci-Fi|Thriller,Meteor,PG,1979,108
6,Comedy|Drama|Music,Duets,R,2000,112
6.6,Comedy|Romance,Hollywood Ending,PG-13,2002,112
6.8,Comedy|Music,Detroit Rock City,R,1999,95
7.2,Action|Adventure|Fantasy,Highlander,R,1986,110
7.2,Drama,Things We Lost in the Fire,R,2007,118
2.8,Action|Crime|Sci-Fi,Steel,PG-13,1997,97
6.6,Drama|Romance,The Immigrant,R,2013,120
6.7,Drama|History|Romance|War,The White Countess,PG-13,2005,135
7,Crime|Drama|Mystery|Thriller,Trance,R,2013,101
4.4,Comedy,Soul Plane,R,2004,92
7.1,Comedy|Romance,Welcome to the Sticks,,2008,106
6.2,Drama|Romance|War,Good,R,2008,92
7.3,Drama|Fantasy,Enter the Void,Not Rated,2009,161
5.1,Comedy|Horror|Romance,Vamps,PG-13,2012,92
8.1,Drama|Family,Hachi: A Dog's Tale,G,2009,93
6.7,Crime|Drama|Thriller,Zulu,R,2013,110
6.6,Drama|Western,The Homesman,R,2014,122
4.5,Comedy|Drama|Romance|Sport,Juwanna Mann,PG-13,2002,91
8.1,Comedy|Crime|Drama,Lilyhammer            ,TV-MA,,45
6.6,Drama|War,Ararat,R,2002,115
6.5,Drama|Sport,Madison,PG,2001,94
5.9,Drama|Mystery|Thriller,Slow Burn,R,2005,93
6.6,Action|Comedy|Crime|Drama|Thriller,Wasabi,R,2001,94
6.5,Comedy|Horror|Sci-Fi,Slither,R,2006,95
7.3,Action|Comedy|Crime,Beverly Hills Cop,R,1984,105
7.5,Comedy|Family,Home Alone,PG,1990,103
5.9,Comedy|Drama|Family,3 Men and a Baby,PG,1987,102
7.4,Comedy|Drama|Romance,Tootsie,PG,1982,116
6.9,Action|Drama|Romance,Top Gun,PG,1986,110
7.9,Action|Drama|Romance,"Crouching Tiger, Hidden Dragon",PG-13,2000,120
8.4,Drama,American Beauty,R,1999,122
8,Biography|Drama|History|Romance,The King's Speech,R,2010,118
6,Comedy|Crime,Twins,PG,1988,107
7.3,Crime|Drama|Horror|Mystery|Thriller,Scream: The TV Series            ,TV-14,,45
6.8,Drama|Romance,The Yellow Handkerchief,PG-13,2008,102
7.8,Drama,The Color Purple,PG-13,1985,154
5.7,Action|Comedy|Drama|Thriller,Tidal Wave,R,2009,103
6.1,Adventure|Drama|History,Ben-Hur,PG-13,2016,141
8.1,Biography|Drama|Thriller|War,The Imitation Game,PG-13,2014,114
6.1,Comedy|War,Private Benjamin,R,1980,109
7.5,Biography|Drama|Music|Musical,Coal Miner's Daughter,PG,1980,124
6.2,Comedy|Family,Diary of a Wimpy Kid,PG,2010,94
6.2,Fantasy|Horror,Mama,PG-13,2013,100
7.9,Horror|Thriller,Halloween,R,1978,101
7.4,Adventure|Comedy,National Lampoon's Vacation,R,1983,98
6.6,Comedy,Bad Grandpa,R,2013,102
7.3,Biography|Drama,The Queen,PG-13,2006,94
7.5,Comedy|Fantasy,Beetlejuice,PG,1988,92
5.6,Comedy|Drama,Why Did I Get Married?,PG-13,2007,113
7.3,Drama|Family|Romance,Little Women,PG,1994,115
6.4,Drama|Fantasy|Horror|Thriller,The Woman in Black,PG-13,2012,95
5,Horror|Thriller,When a Stranger Calls,PG-13,2006,87
5.4,Adventure|Comedy|Family,Big Fat Liar,PG,2002,88
8.2,Drama|War,The Deer Hunter,R,1978,183
7.1,Comedy|Drama,Wag the Dog,R,1997,97
5.3,Adventure|Comedy|Family|Music|Romance,The Lizzie McGuire Movie,PG,2003,94
6.5,Action|Drama|Thriller,Snitch,PG-13,2013,112
6.2,Comedy|Fantasy|Horror,Krampus,PG-13,2015,98
6.4,Horror|Mystery|Sci-Fi,The Faculty,R,1998,104
7.2,Biography|Drama|Music,What's Love Got to Do with It,R,1993,118
6.9,Crime|Drama|Thriller,Cop Land,R,1997,120
5.7,Comedy,Not Another Teen Movie,R,2001,99
7.7,Crime|Drama|Thriller,End of Watch,R,2012,109
5.4,Comedy|Drama|Romance,Aloha,PG-13,2015,105
5.6,Action|Crime|Drama|Thriller,The Skulls,PG-13,2000,106
7.7,Biography|Drama|Romance,The Theory of Everything,PG-13,2014,123
5.1,Comedy|Crime,Malibu's Most Wanted,PG-13,2003,86
6.8,Comedy|Drama|Romance,Where the Heart Is,PG-13,2000,120
8.4,Adventure|Biography|Drama|History|War,Lawrence of Arabia,PG,1962,227
4.9,Horror,Halloween II,R,2009,119
7.1,Adventure|Biography|Drama,Wild,R,2014,115
6.6,Crime|Horror|Thriller,The Last House on the Left,R,2009,114
6.1,Comedy|Romance,The Wedding Date,PG-13,2005,90
4.1,Comedy|Horror|Thriller,Halloween: Resurrection,R,2002,94
5.8,Action|Adventure|Fantasy,Clash of the Titans,PG-13,2010,106
8.1,Adventure|Family|Fantasy|Romance,The Princess Bride,PG,1987,98
7.6,Biography|Drama,The Great Debaters,PG-13,2007,126
7.8,Crime|Drama,Drive,R,2011,100
4.6,Comedy|Family|Music|Romance,Confessions of a Teenage Drama Queen,PG,2004,89
6,Comedy|Drama|Romance,The Object of My Affection,R,1998,111
7,Drama|Horror|Sci-Fi,28 Weeks Later,R,2007,100
6.7,Drama|Family|Sport,When the Game Stands Tall,PG,2014,115
6.4,Comedy|Drama|Family,Because of Winn-Dixie,PG,2005,106
7.2,Drama|Romance|Sport,Love & Basketball,PG-13,2000,124
7.4,Action|Comedy|Crime|Romance|Thriller,Grosse Pointe Blank,R,1997,107
4.8,Comedy|Romance,All About Steve,PG-13,2009,99
4,Adventure|Fantasy|Horror|Mystery|Thriller,Book of Shadows: Blair Witch 2,R,2000,90
6.2,Drama|Fantasy|Horror|Thriller,The Craft,R,1996,101
7.7,Drama|Romance|Thriller,Match Point,R,2005,119
6.7,Adventure|Comedy|Family|Fantasy,Ramona and Beezus,G,2010,103
7.9,Drama|Romance,The Remains of the Day,PG,1993,134
7.9,Drama,Boogie Nights,R,1997,155
5.5,Action|Crime|Drama|Romance|Thriller,Nowhere to Run,R,1993,94
6.2,Adventure|Drama|Family,Flicka,PG,2006,95
5.1,Horror,The Hills Have Eyes II,R,2007,89
4.1,Horror|Mystery|Thriller,Urban Legends: Final Cut,R,2000,97
6.7,Drama|Family|Fantasy|Romance,Tuck Everlasting,PG,2002,90
4.7,Action|Drama|Thriller,The Marine,PG-13,2006,92
6.4,Action|Comedy,Keanu,R,2016,100
6.3,Drama|Music,Country Strong,PG-13,2010,117
5.5,Horror|Mystery|Sci-Fi|Thriller,Disturbing Behavior,R,1998,84
7.3,Crime|Drama|Thriller,The Place Beyond the Pines,R,2012,140
6.3,Action|Crime|Thriller,The November Man,R,2014,108
4.9,Drama|Mystery|Thriller,Eye of the Beholder,R,1999,109
7.6,Drama|History|Thriller|War,The Hurt Locker,R,2008,131
6,Action|Horror|Sci-Fi|Thriller,Firestarter,R,1984,114
6.2,Crime|Thriller,Killing Them Softly,R,2012,97
6.8,Crime|Drama|Thriller,A Most Wanted Man,R,2014,122
4.5,Comedy,Freddy Got Fingered,R,2001,87
5.7,Adventure|Animation|Comedy|Family,The Pirates Who Don't Do Anything: A VeggieTales Movie,G,2008,85
8.4,Documentary|Music,U2 3D,G,2007,85
4.6,Action|Adventure|Fantasy|Sci-Fi,Highlander: Endgame,R,2000,101
6.2,Crime|Drama|Musical|Romance,Idlewild,R,2006,121
7,Drama|Romance,One Day,PG-13,2011,107
6.9,Drama|Sport,Whip It,PG-13,2009,111
6.1,Crime|Drama|Thriller,Knockaround Guys,R,2001,92
6.7,Crime|Thriller,Confidence,R,2003,97
5.6,Comedy,The Muse,PG-13,1999,97
6.6,Biography|Drama|Music|Musical,De-Lovely,PG-13,2004,125
6.4,Comedy|Drama|Romance,New York Stories,PG,1989,124
2.8,Adventure|Family,Barney's Great Adventure,G,1998,76
5.4,Action,The Man with the Iron Fists,R,2012,107
5,Comedy|Drama|Romance,Home Fries,PG-13,1998,91
5.1,Drama|Romance,Here on Earth,PG-13,2000,96
8,Drama|Sci-Fi,Brazil,R,1985,142
5.9,Family|Music|Romance,Raise Your Voice,PG,2004,103
7.5,Drama|Fantasy|Mystery|Sci-Fi,The Dead Zone            ,TV-14,,60
8.2,Comedy|Crime,The Big Lebowski,R,1998,117
7,Drama|Music,Black Snake Moan,R,2006,116
6.6,Crime|Drama|Romance|Thriller,Dark Blue,R,2002,118
6.7,Biography|Drama|History|Thriller|War,A Mighty Heart,R,2007,108
5.5,Comedy|Drama|Romance,Whatever It Takes,PG-13,2000,94
4.9,Comedy,Boat Trip,R,2002,97
6.9,Comedy|Drama|Romance,The Importance of Being Earnest,PG,2002,97
7.4,Fantasy|Romance,The Love Letter,Unrated,1998,99
5.6,Adventure|Comedy|Family,Hoot,PG,2006,91
8,Comedy|Crime|Drama,In Bruges,R,2008,107
5.3,Comedy|Romance,Peeples,PG-13,2013,95
6.2,Comedy|Music,The Rocker,PG-13,2008,102
5.3,Comedy|Romance,Post Grad,PG-13,2009,88
6.6,Drama,Promised Land,R,2012,106
7.2,Comedy|Romance,Whatever Works,PG-13,2009,92
4.6,Drama|Mystery|Thriller,The In Crowd,PG-13,2000,105
7.5,Adventure|Crime|Drama|Mystery|Western,Three Burials,R,2005,107
6.5,Drama|War,Jakob the Liar,PG-13,1999,120
7.6,Comedy|Crime|Mystery,Kiss Kiss Bang Bang,R,2005,103
6.2,Comedy|Fantasy|Horror|Thriller,Idle Hands,R,1999,92
8,Drama|Mystery|Thriller,Mulholland Drive,R,2001,147
5.5,Drama|Fantasy|Horror|Romance,Blood and Chocolate,PG-13,2007,98
6.3,Comedy|Drama|Romance,You Will Meet a Tall Dark Stranger,R,2010,98
7.2,Drama|Romance|Sci-Fi,Never Let Me Go,R,2010,103
7.9,Drama|History|Thriller,The Company            ,,,286
6.7,Crime|Drama|Mystery|Thriller,Transsiberian,R,2008,111
5.3,Adventure|Drama|Fantasy,The Clan of the Cave Bear,R,1986,98
6.3,Comedy|Crime|Drama,Crazy in Alabama,PG-13,1999,111
6.5,Crime|Drama|Horror|Thriller,Funny Games,R,2007,111
5.6,Drama|Sci-Fi|Thriller,Listening,,2014,100
7,Drama|Thriller,Felicia's Journey,PG-13,1999,116
8.3,Drama|Sci-Fi,Metropolis,Not Rated,1927,145
7.2,Action|Crime|Thriller,District B13,R,2004,84
6.8,Crime|Drama,Things to Do in Denver When You're Dead,R,1995,115
6.4,Action|Drama,The Assassin,Not Rated,2015,105
6.9,Comedy|Crime|Drama|Thriller|War,Buffalo Soldiers,R,2001,98
8,Drama|Mystery|Thriller,The Return,Unrated,2003,99
6.2,Action,Ong-bak 2,R,2008,110
6.4,Action|Adventure|Drama|History|Thriller|War,Centurion,R,2010,97
5.6,Action|Drama|Thriller,Silent Trigger,R,1996,88
6.1,Fantasy|Horror|Mystery,The Midnight Meat Train,R,2008,103
6,Biography|Drama|History,Winnie Mandela,R,2011,104
5.1,Crime|Drama|Thriller,The Son of No One,R,2011,90
4.5,Action|Comedy|Drama|War,All the Queen's Men,PG-13,2001,105
5.9,Comedy|Drama|Fantasy|Music|Romance,The Good Night,R,2007,93
6,Biography|Drama|Fantasy|History,Bathory: Countess of Blood,R,2008,141
5.8,Adventure|Animation|Family,Khumba,Not Rated,2013,85
6.1,Action|Sci-Fi|Thriller,Automata,R,2014,109
4.9,Action|Adventure|Fantasy,Dungeons & Dragons: Wrath of the Dragon God,Not Rated,2005,105
5.7,Biography,Chiamatemi Francesco - Il Papa della gente,,2015,98
7.1,Action|Crime|Drama|Thriller,Shinjuku Incident,R,2009,119
6.6,Biography|Drama,Pandaemonium,PG-13,2000,124
8.1,Comedy|Fantasy|Romance,Groundhog Day,PG,1993,101
5.7,Comedy|Drama|Music,Magic Mike XXL,R,2015,115
6.8,Drama|Romance,Romeo + Juliet,PG-13,1996,120
7.5,Drama|War,Sarah's Key,PG-13,2010,111
6.2,Drama|Family|Music,Freedom,R,2014,94
8.3,Drama|Western,Unforgiven,R,1992,131
7.4,Drama,Manderlay,Not Rated,2005,139
8,Drama|Romance,Slumdog Millionaire,R,2008,120
6.9,Drama|Romance|Thriller,Fatal Attraction,R,1987,119
6.9,Comedy|Romance,Pretty Woman,R,1990,125
9.5,Comedy,Towering Inferno            ,,,65
5.5,Action|Adventure|Comedy,Crocodile Dundee II,PG,1988,108
5.7,Action|Crime|Drama|Mystery|Thriller,Broken Horses,R,2015,101
7.2,Biography|Drama|War,Born on the Fourth of July,R,1989,145
6.9,Adventure|Comedy|Family|Sport,Cool Runnings,PG,1993,98
5.5,Horror|Thriller,My Bloody Valentine,R,2009,101
5.9,Horror|Thriller,The Possession,PG-13,2012,92
7.7,Action|Adventure|Drama,First Blood,R,1982,93
5.2,Drama|Music|Romance,Stomp the Yard,PG-13,2007,109
7.1,Action|Adventure|Sci-Fi|Thriller,The Spy Who Loved Me,PG,1977,123
6.6,Documentary,Ghost Hunters            ,,,60
5.5,Horror|Mystery|Thriller,Urban Legend,R,1998,99
7.7,Drama|Romance,Dangerous Liaisons,R,1988,119
5.4,Comedy|Drama|Romance,Good Deeds,PG-13,2012,110
6.7,Adventure|Drama,White Fang,PG,1991,107
5,Comedy|Romance,Superstar,PG-13,1999,81
6.4,Biography|Drama|History,The Iron Lady,PG-13,2011,105
6.6,Adventure|Animation|Comedy|Drama|Family|Musical,Jonah: A VeggieTales Movie,G,2002,82
5.9,Drama|Romance,Poetic Justice,R,1993,109
5.7,Action|Comedy|Crime|Thriller,All About the Benjamins,R,2002,95
4.5,Comedy|Fantasy|Horror|Romance,Vampire in Brooklyn,R,1995,100
3.7,Horror,Exorcist II: The Heretic,R,1977,118
5,Horror|Mystery|Thriller,An American Haunting,PG-13,2005,91
4.6,Comedy|Romance,My Boss's Daughter,PG-13,2003,90
6.5,Adventure|Mystery|Thriller,A Perfect Getaway,R,2009,108
4.9,Comedy|Romance,Our Family Wedding,PG-13,2010,103
6,Comedy,Dead Man on Campus,R,1998,96
6.9,Comedy|Drama|War,Tea with Mussolini,PG,1999,117
5.7,Fantasy|Horror,Thinner,R,1996,93
